"Step","Name: compare_k-512 - Log ZCSMC","Name: compare_k-512 - Log ZCSMC__MIN","Name: compare_k-512 - Log ZCSMC__MAX","Name: compare_k-256 - Log ZCSMC","Name: compare_k-256 - Log ZCSMC__MIN","Name: compare_k-256 - Log ZCSMC__MAX","Name: compare_k-128 - Log ZCSMC","Name: compare_k-128 - Log ZCSMC__MIN","Name: compare_k-128 - Log ZCSMC__MAX","Name: compare_k-64 - Log ZCSMC","Name: compare_k-64 - Log ZCSMC__MIN","Name: compare_k-64 - Log ZCSMC__MAX","Name: compare_k-32 - Log ZCSMC","Name: compare_k-32 - Log ZCSMC__MIN","Name: compare_k-32 - Log ZCSMC__MAX","Name: compare_k-16 - Log ZCSMC","Name: compare_k-16 - Log ZCSMC__MIN","Name: compare_k-16 - Log ZCSMC__MAX"
"65","-5943.156087239583","-5957.62255859375","-5920.060546875","-6088.71435546875","-6127.205078125","-6050.2236328125","-5965.421061197917","-5992.07666015625","-5951.99609375","-6040.7373046875","-6150.564453125","-5959.18994140625","-6075.528157552083","-6154.33740234375","-6017.4287109375","-6262.69091796875","-6718.18896484375","-6010.3603515625"
"66","-5933.020670572917","-5950.41796875","-5914.482421875","-5981.045166015625","-5993.841796875","-5968.24853515625","-6010.874674479167","-6131.00390625","-5905.6611328125","-6061.68603515625","-6123.986328125","-5998.68359375","-6099.5927734375","-6212.9111328125","-6037.7861328125","-6134.55908203125","-6316.99072265625","-5981.5771484375"
"67","-5922.833984375","-5933.99658203125","-5914.32275390625","-5979.322998046875","-6004.8671875","-5953.77880859375","-5990.92041015625","-6058.896484375","-5946.5927734375","-5959.835123697917","-5999.4189453125","-5939.17626953125","-6005.283528645833","-6057.2880859375","-5933.21923828125","-6210.806966145833","-6567.23486328125","-6015.46435546875"
"68","-5972.064290364583","-5982.140625","-5952.5546875","-5981.52880859375","-6021.01171875","-5942.0458984375","-5961.248697916667","-6026.40576171875","-5907.78662109375","-6076.84326171875","-6309.77978515625","-5915.46826171875","-6071.024576822917","-6123.59375","-6024.29541015625","-6083.49755859375","-6176.7294921875","-5967.884765625"
"69","-5952.62646484375","-5972.65283203125","-5934.59765625","-5922.572265625","-5927.345703125","-5917.798828125","-5950.056640625","-5982.0048828125","-5908.32080078125","-5953.734375","-5981.486328125","-5929.0458984375","-6021.495442708333","-6057.98486328125","-5968.89404296875","-6194.44775390625","-6416.5419921875","-6081.3876953125"
"70","-5981.87353515625","-6022.2099609375","-5913.06787109375","-5948.35107421875","-5983.6689453125","-5913.033203125","-5955.358072916667","-5995.62158203125","-5909.4921875","-6017.107747395833","-6171.078125","-5934.34765625","-6059.987955729167","-6203.35302734375","-5978.1240234375","-6096.0498046875","-6167.048828125","-6034.47265625"
"71","-5953.3994140625","-6005.181640625","-5919.763671875","-5941.38330078125","-5971.216796875","-5911.5498046875","-5940.766276041667","-5972.19091796875","-5909.9921875","-5999.780436197917","-6039.1796875","-5956.951171875","-6211.98828125","-6367.3994140625","-6097.0791015625","-6483.635091145833","-6699.4150390625","-6261.38720703125"
"72","-5954.506998697917","-5976.17578125","-5914.46142578125","-5985.080078125","-6051.2177734375","-5918.9423828125","-5986.428385416667","-6039.81640625","-5941.98828125","-5978.268229166667","-5985.2841796875","-5965.5693359375","-6093.228678385417","-6229.8740234375","-5996.015625","-6102.164225260417","-6222.9306640625","-6034.72216796875"
"73","-5923.262858072917","-5931.2763671875","-5912.73974609375","-5993.33544921875","-6034.30859375","-5952.3623046875","-5988.109700520833","-6074.87255859375","-5938.76123046875","-5999.821126302083","-6062.3916015625","-5947.6875","-6070.341634114583","-6147.27001953125","-5938.9765625","-6183.283854166667","-6317.97265625","-6050.27587890625"
"74","-5950.807291666667","-5986.5869140625","-5926.755859375","-5971.063232421875","-5974.91552734375","-5967.2109375","-5971.4462890625","-6088.2294921875","-5910.97119140625","-6015.682779947917","-6099.435546875","-5931.951171875","-6073.988932291667","-6233.8203125","-5974.3369140625","-6371.42431640625","-6528.001953125","-6108.119140625"
"75","-5972.543131510417","-6039.05908203125","-5931.06640625","-6090.95751953125","-6235.330078125","-5946.5849609375","-5994.008463541667","-6093.53759765625","-5912.46728515625","-5982.662272135417","-6036.40234375","-5916.86572265625","-6061.42529296875","-6162.34912109375","-6005.34814453125","-6252.323893229167","-6602.60986328125","-6053.6494140625"
"76","-5930.239908854167","-5944.11572265625","-5920.32666015625","-5952.79150390625","-5958.8203125","-5946.7626953125","-5944.005208333333","-6010.35302734375","-5906.6962890625","-6046.557454427083","-6203.6396484375","-5955.599609375","-6167.181803385417","-6450.76904296875","-5993.4267578125","-6059.921549479167","-6176.6279296875","-5974.80322265625"
"77","-6049.105305989583","-6141.74462890625","-5926.61767578125","-5965.624267578125","-6004.9560546875","-5926.29248046875","-5919.442057291667","-5933.9423828125","-5910.10986328125","-5994.064453125","-6109.90087890625","-5931.2744140625","-6044.763997395833","-6099.1259765625","-5945.2548828125","-6021.216634114583","-6068.72412109375","-5933.48583984375"
"78","-5916.911458333333","-5932.5576171875","-5907.6552734375","-5916.8076171875","-5921.8720703125","-5911.7431640625","-5965.418782552083","-5989.0673828125","-5934.154296875","-6009.578287760417","-6047.77880859375","-5974.8388671875","-6115.569010416667","-6234.10546875","-6033.71533203125","-6153.596516927083","-6186.51171875","-6105.58740234375"
"79","-6008.611653645833","-6043.859375","-5971.0107421875","-5912.883544921875","-5914.88232421875","-5910.884765625","-5984.504069010417","-6030.154296875","-5909.40966796875","-6123.966634114583","-6268.27734375","-6027.4306640625","-6079.265299479167","-6145.23779296875","-5989.703125","-6335.465006510417","-6458.58447265625","-6195.998046875"
"80","-5919.9111328125","-5942.4677734375","-5904.39013671875","-5958.20849609375","-5972.583984375","-5943.8330078125","-5930.389322916667","-5945.0166015625","-5910.865234375","-5985.609212239583","-6010.67529296875","-5945.869140625","-6098.655436197917","-6128.38818359375","-6064.09375","-6102.854654947917","-6189.7119140625","-6033.03466796875"
"81","-5921.604166666667","-5947.759765625","-5905.1826171875","-5916.17919921875","-5923.96142578125","-5908.39697265625","-5939.824381510417","-5948.52099609375","-5925.5458984375","-5997.53125","-6015.787109375","-5976.998046875","-6020.847819010417","-6095.802734375","-5966.9150390625","-6260.672200520833","-6523.0029296875","-6039.6669921875"
"82","-5933.282552083333","-5953.6455078125","-5923.099609375","-5926.71044921875","-5941.25390625","-5912.1669921875","-5978.1767578125","-6003.64501953125","-5947.55859375","-5971.4892578125","-5977.79833984375","-5959.74560546875","-6014.789713541667","-6144.31201171875","-5920.23193359375","-6198.149739583333","-6266.73681640625","-6112.07421875"
"83","-5962.450520833333","-6005.06689453125","-5899.98583984375","-5988.286865234375","-6031.40185546875","-5945.171875","-5983.05810546875","-6004.203125","-5961.5908203125","-6052.457845052083","-6222.14990234375","-5906.609375","-6156.73388671875","-6226.04345703125","-6099.11669921875","-6383.383626302083","-6695.5029296875","-6027.5927734375"
"84","-5956.353352864583","-5985.64892578125","-5922.2294921875","-5955.72216796875","-5998.65625","-5912.7880859375","-5931.18408203125","-5966.0419921875","-5898.79443359375","-5999.380533854167","-6016.171875","-5979.1640625","-6025.740559895833","-6081.240234375","-5989.52587890625","-6150.25048828125","-6280.8681640625","-5988.3349609375"
"85","-5920.254069010417","-5940.16796875","-5909.09716796875","-6034.868408203125","-6038.4150390625","-6031.32177734375","-6004.7802734375","-6098.9189453125","-5931.52734375","-5957.96875","-5973.6513671875","-5933.533203125","-6026.134928385417","-6076.23388671875","-5996.3818359375","-6361.986979166667","-6589.54296875","-6029.154296875"
"86","-5961.619791666667","-5995.81640625","-5915.0791015625","-5942.019287109375","-5968.42626953125","-5915.6123046875","-6032.5029296875","-6129.33642578125","-5951.3203125","-5977.9677734375","-5998.18603515625","-5953.4912109375","-6056.5390625","-6146.8017578125","-5984.1875","-6309.707356770833","-6574.419921875","-6025.59765625"
"87","-5929.60986328125","-5966.73828125","-5896.13720703125","-5996.955078125","-6024.236328125","-5969.673828125","-5983.88720703125","-6024.30029296875","-5933.7431640625","-6023.900553385417","-6058.88330078125","-5974.7763671875","-6057.488118489583","-6130.115234375","-5954.287109375","-6188.65625","-6445.79052734375","-6055.8623046875"
"88","-5950.90576171875","-5984.65771484375","-5928.61767578125","-5912.818603515625","-5923.951171875","-5901.68603515625","-5980.582356770833","-6013.0810546875","-5934.1015625","-5983.939127604167","-6025.95361328125","-5955.4052734375","-6061.3671875","-6088.1708984375","-6043.220703125","-6061.759440104167","-6135.28173828125","-6002.59130859375"
"89","-5933.684244791667","-5964.7373046875","-5897.6474609375","-5937.048828125","-5958.34765625","-5915.75","-5938.775227864583","-5977.392578125","-5911.0546875","-6105.905924479167","-6263.794921875","-5949.27734375","-6263.264322916667","-6428.5087890625","-6005.1337890625","-6194.9130859375","-6538.974609375","-6017.1806640625"
"90","-5932.16650390625","-5936.8564453125","-5928.923828125","-5971.425537109375","-5979.7080078125","-5963.14306640625","-6010.3076171875","-6123.310546875","-5897.3046875","-5991.366861979167","-6036.904296875","-5953.4013671875","-6175.890950520833","-6270.8642578125","-6018.47265625","-6123.9501953125","-6165.365234375","-6098.876953125"
"91","-5926.224772135417","-5976.26025390625","-5891.7890625","-5905.690185546875","-5910.89990234375","-5900.48046875","-5988.98583984375","-6045.6708984375","-5932.30078125","-5960.98046875","-5971.2626953125","-5940.662109375","-6227.827799479167","-6431.943359375","-6122.4443359375","-6039.642740885417","-6064.00390625","-5994.50390625"
"92","-5932.388834635417","-5963.3515625","-5890.359375","-6088.348388671875","-6095.9560546875","-6080.74072265625","-5987.1259765625","-6076.51953125","-5897.732421875","-5977.264973958333","-6049.4892578125","-5933.7607421875","-6018.825520833333","-6086.08447265625","-5964.21533203125","-6250.924479166667","-6392.9072265625","-6036.169921875"
"93","-6006.045735677083","-6059.12890625","-5970.65478515625","-5927.973388671875","-5946.01025390625","-5909.9365234375","-5943.44482421875","-5948.54296875","-5938.3466796875","-6001.172526041667","-6028.3623046875","-5963.6630859375","-6061.965006510417","-6110.462890625","-6010.15087890625","-6428.8251953125","-6649.80078125","-6137.197265625"
"94","-5914.793782552083","-5940.77490234375","-5890.11474609375","-5930.443196614583","-5947.0009765625","-5912.3681640625","-5941.19775390625","-5957.4501953125","-5924.9453125","-5987.237955729167","-6041.294921875","-5947.140625","-5996.94482421875","-6059.7626953125","-5955.3740234375","-6156.9443359375","-6262.6640625","-6078.10498046875"
"95","-5960.32177734375","-6005.14404296875","-5887.57421875","-5904.236653645833","-5910.26171875","-5895.986328125","-5964.4814453125","-5993.7265625","-5935.236328125","-5954.995279947917","-5961.1337890625","-5945.38525390625","-6113.126302083333","-6230.44140625","-5992.95263671875","-6262.55029296875","-6487.7275390625","-6021.62841796875"
"96","-5907.377278645833","-5921.9111328125","-5889.60595703125","-5994.797037760417","-6179.96630859375","-5859.4794921875","-5953.941162109375","-5970.66552734375","-5937.216796875","-6026.251790364583","-6120.39990234375","-5960.322265625","-6081.2587890625","-6167.4296875","-5980.3828125","-6182.518229166667","-6363.630859375","-6032.1416015625"
"97","-6008.012858072917","-6079.7158203125","-5909.07568359375","-5908.171712239583","-5965.025390625","-5856.2080078125","-5983.16064453125","-5990.90234375","-5975.4189453125","-5904.3720703125","-5910.84423828125","-5898.326171875","-6070.715006510417","-6213.2529296875","-5956.98583984375","-6168.86962890625","-6220.28515625","-6071.86865234375"
"98","-5948.294596354167","-5970.357421875","-5914.0947265625","-6025.592447916667","-6148.9052734375","-5955.0693359375","-5985.717529296875","-5986.19384765625","-5985.2412109375","-5977.225423177083","-6041.3125","-5941.85009765625","-5993.40478515625","-6004.37255859375","-5983.3759765625","-6102.28955078125","-6245.40478515625","-6005.357421875"
"99","-5944.463053385417","-6012.70458984375","-5884.2236328125","-5952.271809895833","-5992.63671875","-5890.7861328125","-5963.62353515625","-5968.330078125","-5958.9169921875","-5954.750651041667","-5992.8896484375","-5900.45703125","-6061.180013020833","-6312.2724609375","-5929.736328125","-6173.827799479167","-6363.806640625","-5968.4833984375"
"100","-5969.720377604167","-6015.5771484375","-5943.4248046875","-5906.621744791667","-5911.146484375","-5899.669921875","-5987.715576171875","-6043.52197265625","-5931.9091796875","-5993.024739583333","-6054.5087890625","-5912.7080078125","-6067.240885416667","-6100.12890625","-6050.09375","-6280.673828125","-6536.5869140625","-6108.4677734375"
"101","-5937.0673828125","-5968.7802734375","-5907.06640625","-5904.5771484375","-5966.947265625","-5848.68115234375","-5985.734619140625","-6016.52734375","-5954.94189453125","-5949.673990885417","-5976.4150390625","-5929.94677734375","-6036.859049479167","-6066.52685546875","-6000.35400390625","-6488.957845052083","-6689.44189453125","-6093.2138671875"
"102","-5935.73779296875","-5974.064453125","-5908.9111328125","-5911.43505859375","-5953.28271484375","-5883.69091796875","-6008.929443359375","-6043.35791015625","-5974.5009765625","-5946.566080729167","-5981.7294921875","-5908.68896484375","-6026.773111979167","-6189.818359375","-5914.9111328125","-6061.036295572917","-6161.236328125","-5993.171875"
"103","-5922.050618489583","-5953.1650390625","-5904.17431640625","-5898.461751302083","-5952.302734375","-5841.1318359375","-5994.5517578125","-6004.8681640625","-5984.2353515625","-5986.681640625","-6072.6337890625","-5908.80419921875","-6149.884765625","-6179.423828125","-6107.185546875","-6208.319986979167","-6314.318359375","-6108.05419921875"
"104","-5952.021158854167","-5996.111328125","-5925.7587890625","-5904.828125","-5954.33740234375","-5845.5703125","-5973.957763671875","-6021.60009765625","-5926.3154296875","-5955.175618489583","-5999.58837890625","-5904.564453125","-6028.35205078125","-6105.48095703125","-5985.9658203125","-6329.70068359375","-6429.4013671875","-6224.84326171875"
"105","-5930.42041015625","-5964.7646484375","-5879.0595703125","-5903.37353515625","-5931.3759765625","-5872.97509765625","-5925.550048828125","-5930.16943359375","-5920.9306640625","-5971.85009765625","-6046.9091796875","-5897.7939453125","-6106.81591796875","-6229.5615234375","-5930.46826171875","-6081.29248046875","-6190.63525390625","-5921.78369140625"
"106","-5977.71044921875","-6117.40234375","-5905.8134765625","-5901.872395833333","-5951.61474609375","-5842.3984375","-6036.13916015625","-6066.099609375","-6006.1787109375","-5981.793294270833","-6028.3896484375","-5933.4619140625","-6009.52490234375","-6032.67578125","-5996.58984375","-6198.951822916667","-6447.8232421875","-6056.52685546875"
"107","-5923.5908203125","-5962.30029296875","-5899.16064453125","-5937.1484375","-6030.578125","-5866.98095703125","-6070.60595703125","-6189.27734375","-5951.9345703125","-6037.192057291667","-6073.7060546875","-6009.05224609375","-6036.835774739583","-6081.5537109375","-5975.4599609375","-6280.185872395833","-6466.177734375","-6020.7626953125"
"108","-5911.357259114583","-5944.8427734375","-5867.27294921875","-5978.729166666667","-6023.5654296875","-5946.2001953125","-5904.7529296875","-5926.423828125","-5883.08203125","-5983.231770833333","-6064.04931640625","-5911.3349609375","-6005.693033854167","-6056.9091796875","-5955.279296875","-6149.135416666667","-6239.185546875","-6061.033203125"
"109","-5955.783528645833","-6005.44287109375","-5913.73583984375","-5939.480143229167","-6093.7802734375","-5835.6328125","-5935.177001953125","-5973.9970703125","-5896.35693359375","-5984.078450520833","-6123.15869140625","-5901.419921875","-6080.26220703125","-6136.0625","-5988.8359375","-6223.20947265625","-6364.5791015625","-6101.33935546875"
"110","-5954.841959635417","-6004.01513671875","-5864.9248046875","-5903.262369791667","-5962.65625","-5860.63330078125","-5913.734619140625","-5919.24853515625","-5908.220703125","-5940.264973958333","-5976.7431640625","-5885.0673828125","-6050.015950520833","-6092.52978515625","-6015.6796875","-6064.13623046875","-6098.6962890625","-6032.13671875"
"111","-5948.5859375","-5981.365234375","-5903.0224609375","-6016.0302734375","-6091.3857421875","-5950.26953125","-5921.257080078125","-5949.91259765625","-5892.6015625","-6036.957356770833","-6094.775390625","-5983.08203125","-6110.723307291667","-6274.90966796875","-6019.4638671875","-6225.855794270833","-6482.78515625","-6067.0009765625"
"112","-5971.588541666667","-6019.673828125","-5929.876953125","-5889.739095052083","-5922.55517578125","-5834.328125","-5953.869384765625","-5975.86865234375","-5931.8701171875","-5926.830403645833","-5950.4033203125","-5909.3935546875","-6040.09228515625","-6068.1259765625","-5987.12890625","-6154.412923177083","-6191.892578125","-6095.81005859375"
"113","-5930.37109375","-5984.962890625","-5898.6943359375","-5905.106608072917","-5930.35498046875","-5876.6416015625","-6082.44384765625","-6288.873046875","-5876.0146484375","-5925.967447916667","-5966.53125","-5888.5068359375","-6027.60693359375","-6059.359375","-6009.02783203125","-6068.97021484375","-6110.228515625","-6010.82666015625"
"114","-5982.086263020833","-6114.07958984375","-5916.08251953125","-5881.289388020833","-5908.171875","-5862.31103515625","-5935.92822265625","-5970.57177734375","-5901.28466796875","-5996.182942708333","-6062.53125","-5942.5322265625","-6271.763509114583","-6480.2802734375","-6045.6767578125","-6359.7841796875","-6407.23486328125","-6274.4267578125"
"115","-5949.988932291667","-5989.89697265625","-5888.216796875","-5900.335286458333","-5992.28955078125","-5831.3515625","-5893.189697265625","-5918.78173828125","-5867.59765625","-5992.06298828125","-6015.9296875","-5964.41943359375","-5967.68505859375","-5991.25537109375","-5929.25732421875","-6094.224283854167","-6177.154296875","-6017.16845703125"
"116","-5956.388997395833","-6011.0185546875","-5926.1318359375","-5894.53076171875","-5918.59814453125","-5854.7158203125","-5939.060791015625","-5948.79931640625","-5929.322265625","-5904.083821614583","-5919.05810546875","-5882.072265625","-6081.5732421875","-6148.63671875","-6008.751953125","-6130.458658854167","-6156.14697265625","-6097.9677734375"
"117","-5902.377115885417","-5936.82861328125","-5863.47705078125","-5898.810546875","-5946.3564453125","-5828.4052734375","-5922.797119140625","-5929.69287109375","-5915.9013671875","-5960.884114583333","-5967.857421875","-5952.9658203125","-6121.237955729167","-6267.4833984375","-5963.9560546875","-6324.110677083333","-6670.4873046875","-6000.4775390625"
"118","-5908.652018229167","-5962.82568359375","-5854.37841796875","-5901.101806640625","-5906.85205078125","-5895.3515625","-5932.94091796875","-5989.392578125","-5876.4892578125","-5930.344075520833","-5961.39111328125","-5869.13037109375","-6110.220377604167","-6157.79833984375","-6038.64306640625","-6164.0078125","-6285.16015625","-6020.83349609375"
"119","-6018.91162109375","-6161.630859375","-5936.0048828125","-5922.28955078125","-5996.197265625","-5848.3818359375","-6031.35205078125","-6044.8115234375","-6017.892578125","-5939.235677083333","-5998.2548828125","-5907.236328125","-6032.740397135417","-6105.3837890625","-5967.4716796875","-6117.131510416667","-6194.7373046875","-6001.42431640625"
"120","-5934.768391927083","-5975.421875","-5904.251953125","-5894.20654296875","-5906.4140625","-5881.9990234375","-5916.147705078125","-5926.4287109375","-5905.86669921875","-5951.414876302083","-6077.3388671875","-5883.24951171875","-5989.27490234375","-6013.9794921875","-5965.974609375","-6150.540364583333","-6400.5390625","-6012.6650390625"
"121","-5926.851236979167","-5941.869140625","-5918.3564453125","-5883.11865234375","-5922.7734375","-5843.4638671875","-5997.854248046875","-6040.45068359375","-5955.2578125","-6000.695638020833","-6061.421875","-5890.6552734375","-6020.216796875","-6125.814453125","-5947.775390625","-6015.147298177083","-6119.734375","-5929.58154296875"
"122","-5979.652669270833","-6022.697265625","-5947.328125","-5902.427734375","-5963.54931640625","-5841.30615234375","-5973.70263671875","-6037.35009765625","-5910.05517578125","-5941.03564453125","-6000.4638671875","-5888.19677734375","-6086.23876953125","-6271.1435546875","-5988.85986328125","-6240.63720703125","-6345.3486328125","-6136.39892578125"
"123","-5960.569010416667","-6039.7373046875","-5904.509765625","-5904.772216796875","-5905.5361328125","-5904.00830078125","-5947.184326171875","-5971.0390625","-5923.32958984375","-6008.39599609375","-6075.08837890625","-5965.81640625","-6006.579752604167","-6033.62841796875","-5984.87451171875","-6223.55859375","-6386.9208984375","-6058.453125"
"124","-5962.601399739583","-6025.5849609375","-5890.0234375","-5914.29150390625","-5937.8857421875","-5890.697265625","-5954.757568359375","-5987.89453125","-5921.62060546875","-5930.122721354167","-6003.56640625","-5874.6982421875","-6037.008138020833","-6133.3310546875","-5977.91796875","-6212.5693359375","-6406.9326171875","-6047.6298828125"
"125","-5939.394205729167","-6064.16455078125","-5850.9189453125","-5926.09033203125","-5956.0078125","-5896.1728515625","-6080.420166015625","-6162.41455078125","-5998.42578125","-5973.348795572917","-6050.38134765625","-5870.0947265625","-6035.244140625","-6219.69189453125","-5930.8857421875","-6182.165364583333","-6380.98828125","-6013.025390625"
"126","-5924.2880859375","-5933.4248046875","-5913.07666015625","-5868.37451171875","-5904.56787109375","-5832.18115234375","-5996.1416015625","-6045.951171875","-5946.33203125","-5967.288248697917","-6042.072265625","-5906.62109375","-5996.3193359375","-6085.93115234375","-5937.82666015625","-6097.863118489583","-6174.849609375","-6023.015625"
"127","-5915.250651041667","-5957.5927734375","-5855.4580078125","-5946.00341796875","-5986.5908203125","-5905.416015625","-6010.939453125","-6079.46142578125","-5942.41748046875","-5919.70556640625","-5968.76220703125","-5891.23779296875","-6115.27978515625","-6344.57958984375","-5972.96875","-6281.89453125","-6394.67578125","-6070.3408203125"
"128","-5939.016438802083","-5967.51416015625","-5910.93115234375","-5962.66455078125","-6023.93212890625","-5901.39697265625","-6059.26416015625","-6063.0615234375","-6055.466796875","-5958.797526041667","-6052.35693359375","-5892.22900390625","-6084.479817708333","-6189.46044921875","-5982.63623046875","-6102.981770833333","-6274.2138671875","-5974.50439453125"
"129","-5919.027994791667","-5958.66943359375","-5878.05078125","-5908.300048828125","-5949.177734375","-5867.42236328125","-5910.5595703125","-5957.03125","-5864.087890625","-5930.927083333333","-5972.1826171875","-5904.5869140625","-6078.887532552083","-6150.310546875","-6031.212890625","-6233.383626302083","-6626.0947265625","-6016.359375"
"130","-5888.022786458333","-5909.140625","-5849.1865234375","-6004.628662109375","-6185.3076171875","-5823.94970703125","-5912.939208984375","-5927.97900390625","-5897.8994140625","-5953.870768229167","-6048.67529296875","-5889.98388671875","-6082.72216796875","-6100.4462890625","-6065.07470703125","-6314.66845703125","-6361.33642578125","-6251.884765625"
"131","-5888.33447265625","-5908.546875","-5850.24853515625","-5886.296630859375","-5948.203125","-5824.39013671875","-6009.564697265625","-6059.76220703125","-5959.3671875","-5994.52880859375","-6016.75390625","-5974.17041015625","-6033.435384114583","-6096.96875","-5934.19921875","-6101.812662760417","-6149.79296875","-6008.6357421875"
