"Step","Name: compare_k-512 - Log ZCSMC","Name: compare_k-512 - Log ZCSMC__MIN","Name: compare_k-512 - Log ZCSMC__MAX","Name: compare_k-256 - Log ZCSMC","Name: compare_k-256 - Log ZCSMC__MIN","Name: compare_k-256 - Log ZCSMC__MAX","Name: compare_k-128 - Log ZCSMC","Name: compare_k-128 - Log ZCSMC__MIN","Name: compare_k-128 - Log ZCSMC__MAX","Name: compare_k-64 - Log ZCSMC","Name: compare_k-64 - Log ZCSMC__MIN","Name: compare_k-64 - Log ZCSMC__MAX","Name: compare_k-32 - Log ZCSMC","Name: compare_k-32 - Log ZCSMC__MIN","Name: compare_k-32 - Log ZCSMC__MAX","Name: compare_k-16 - Log ZCSMC","Name: compare_k-16 - Log ZCSMC__MIN","Name: compare_k-16 - Log ZCSMC__MAX"
"132","-5975.76318359375","-6054.2744140625","-5931.67236328125","-5867.604736328125","-5902.0654296875","-5833.14404296875","-5994.117431640625","-6040.0712890625","-5948.16357421875","-5950.9990234375","-6011.71630859375","-5888.25439453125","-5990.45703125","-6057.78076171875","-5926.6494140625","-6356.060872395833","-6544.17578125","-6117.0400390625"
"133","-5993.076334635417","-6172.83203125","-5847.482421875","-5864.74951171875","-5904.2724609375","-5825.2265625","-5932.400390625","-5938.4814453125","-5926.3193359375","-6030.1318359375","-6123.12548828125","-5880.7373046875","-6004.822428385417","-6032.8271484375","-5973.28125","-6217.652180989583","-6653.771484375","-5982.5517578125"
"134","-5941.045572916667","-5993.6533203125","-5906.9912109375","-5926.98193359375","-5988.8779296875","-5865.0859375","-5919.3544921875","-5980.82421875","-5857.884765625","-6037.6025390625","-6128.0673828125","-5945.478515625","-6115.9296875","-6334.1640625","-5966.396484375","-6283.638834635417","-6482.79150390625","-5948.1767578125"
"135","-5899.443033854167","-5942.212890625","-5845.673828125","-5878.00244140625","-5933.751953125","-5822.2529296875","-5907.828857421875","-5916.21142578125","-5899.4462890625","-6050.993326822917","-6156.47412109375","-5945.25634765625","-6099.860026041667","-6294.6904296875","-5986.1103515625","-6105.905924479167","-6228.27734375","-6043.78125"
"136","-6035.363932291667","-6327.98291015625","-5847.8427734375","-5882.2119140625","-5903.1279296875","-5861.2958984375","-5938.6171875","-6020.615234375","-5856.619140625","-6028.159016927083","-6136.9375","-5945.29541015625","-6125.84521484375","-6382.0615234375","-5948.77587890625","-6452.605143229167","-6543.2587890625","-6346.6240234375"
"137","-5890.812825520833","-5906.443359375","-5868.1552734375","-5894.7158203125","-5900.005859375","-5889.42578125","-5934.989013671875","-5962.5419921875","-5907.43603515625","-5997.547688802083","-6113.0966796875","-5899.81591796875","-6090.27392578125","-6264.86865234375","-5972.0986328125","-6048.72216796875","-6134.337890625","-5996.462890625"
"138","-5906.671712239583","-5969.515625","-5845.72802734375","-5872.533203125","-5903.912109375","-5841.154296875","-5912.912841796875","-5928.130859375","-5897.69482421875","-5963.936360677083","-6023.111328125","-5872.70166015625","-6163.46875","-6242.17822265625","-6044.9033203125","-6315.7666015625","-6449.25390625","-6212.7958984375"
"139","-5933.567708333333","-5993.33642578125","-5846.16357421875","-5955.480712890625","-6026.76611328125","-5884.1953125","-5927.083251953125","-5927.46533203125","-5926.701171875","-5996.616048177083","-6043.3525390625","-5949.02197265625","-5995.319173177083","-6019.767578125","-5970.06103515625","-6463.617024739583","-6700.01708984375","-6094.0126953125"
"140","-5947.872721354167","-6083.330078125","-5842.724609375","-5868.631591796875","-5913.32177734375","-5823.94140625","-5956.84033203125","-5976.3193359375","-5937.361328125","-5996.668294270833","-6037.34423828125","-5933.13427734375","-6016.93798828125","-6198.40625","-5925.7138671875","-6111.515625","-6173.00634765625","-6045.294921875"
"141","-5973.480305989583","-6066.47412109375","-5881.822265625","-5903.57080078125","-5975.314453125","-5833.6708984375","-6031.5263671875","-6041.46533203125","-6021.58740234375","-5928.37890625","-5961.375","-5885.20166015625","-6021.548665364583","-6057.169921875","-5960.8408203125","-6097.48046875","-6189.3212890625","-5987.06591796875"
"142","-5944.46923828125","-5979.396484375","-5916.3408203125","-5868.013509114583","-5912.63671875","-5818.6611328125","-5924.24560546875","-5939.6708984375","-5908.8203125","-5974.32470703125","-5993.5908203125","-5962.8876953125","-6071.9345703125","-6205.9677734375","-5915.7392578125","-6337.856119791667","-6580.75537109375","-6106.9453125"
"143","-5892.456380208333","-5941.3564453125","-5839.43505859375","-5879.5126953125","-5902.0986328125","-5835.2373046875","-6093.493408203125","-6175.201171875","-6011.78564453125","-5969.837076822917","-6066.453125","-5887.2587890625","-5993.301106770833","-6043.14111328125","-5928.2900390625","-6261.272786458333","-6434.38525390625","-6022.8798828125"
"144","-5900.385091145833","-5905.36572265625","-5896.65087890625","-5892.466959635417","-5927.20703125","-5838.8154296875","-5982.875","-6053.1689453125","-5912.5810546875","-6014.34765625","-6049.5400390625","-5946.47412109375","-6058.411946614583","-6182.072265625","-5949.05517578125","-6101.914225260417","-6200.37646484375","-6051.92041015625"
"145","-5945.862955729167","-6042.40283203125","-5886.37939453125","-5927.32763671875","-6066.0869140625","-5855.4228515625","-5939.36279296875","-5985.2705078125","-5893.455078125","-5957.192057291667","-6008.45703125","-5909.6962890625","-6003.50146484375","-6010.24853515625","-5995.57763671875","-6401.725423177083","-6749.14208984375","-6116.6513671875"
"146","-5885.647623697917","-5922.74658203125","-5836.775390625","-5927.59423828125","-5959.337890625","-5888.2626953125","-6037.796142578125","-6112.6728515625","-5962.91943359375","-5976.796223958333","-5990.6142578125","-5967.30712890625","-6091.19482421875","-6277.337890625","-5987.8916015625","-6077.5390625","-6168.755859375","-5930.298828125"
"147","-5979.29150390625","-6031.5654296875","-5921.4873046875","-5893.951822916667","-5902.09716796875","-5886.8408203125","-5940.43896484375","-5968.85546875","-5912.0224609375","-5961.038411458333","-6000.3544921875","-5936.9921875","-6182.509602864583","-6310.6201171875","-6008.529296875","-6211.11181640625","-6536.4462890625","-5996.693359375"
"148","-5982.379557291667","-6032.3876953125","-5947.42529296875","-5903.41748046875","-5943.28076171875","-5842.65771484375","-5977.525634765625","-6034.64453125","-5920.40673828125","-5950.009114583333","-6006.6650390625","-5880.3251953125","-6004.571614583333","-6030.087890625","-5984.64794921875","-6275.990397135417","-6330.42431640625","-6239.6455078125"
"149","-5928.615559895833","-5952.8818359375","-5906.4853515625","-5898.30859375","-5903.29052734375","-5894.03955078125","-5879.620361328125","-5899.0009765625","-5860.23974609375","-5942.039388020833","-6098.9755859375","-5851.046875","-5974.139322916667","-6138.5634765625","-5887.7705078125","-6303.792805989583","-6853.310546875","-6006.8544921875"
"150","-5938.023111979167","-5979.4375","-5885.25244140625","-5893.670084635417","-5941.025390625","-5822.86376953125","-5951.23388671875","-5962.96923828125","-5939.49853515625","-5976.0732421875","-5989.5283203125","-5953.08447265625","-5966.8212890625","-5978.3046875","-5950.4853515625","-6125.004069010417","-6255.28125","-6042.85400390625"
"151","-5918.957356770833","-6028.3779296875","-5835.77783203125","-5904.949055989583","-5993.02001953125","-5839.23828125","-5919.350341796875","-5950.1806640625","-5888.52001953125","-6001.72021484375","-6117.921875","-5884.66162109375","-6030.629557291667","-6214.9072265625","-5880.8916015625","-6077.149251302083","-6091.26806640625","-6059.97607421875"
"152","-5910.524088541667","-5912.99609375","-5908.18359375","-5907.097981770833","-5957.51220703125","-5859.33056640625","-5919.42822265625","-5947.6416015625","-5891.21484375","-6023.366536458333","-6239.49951171875","-5880.15771484375","-6017.34130859375","-6145.1181640625","-5951.74267578125","-6047.751953125","-6119.291015625","-5971.328125"
"153","-5915.287109375","-5999.2421875","-5835.44091796875","-5960.901204427083","-6095.970703125","-5867.36962890625","-5949.781982421875","-5952.1279296875","-5947.43603515625","-5948.423502604167","-6010.77392578125","-5912.078125","-5990.699869791667","-6050.4306640625","-5917.27734375","-6130.537109375","-6275.65283203125","-6009.171875"
"154","-5917.847981770833","-5970.1689453125","-5833.015625","-5908.448079427083","-6008.93798828125","-5816.6669921875","-5944.24267578125","-5992.72021484375","-5895.76513671875","-6056.6025390625","-6087.8671875","-6014.75390625","-5990.093424479167","-6023.25048828125","-5925.5703125","-6178.842447916667","-6243.9501953125","-6063.4267578125"
"155","-5904.114095052083","-5949.94091796875","-5831.2197265625","-5933.552083333333","-5952.123046875","-5920.234375","-5949.049560546875","-5995.46826171875","-5902.630859375","-5950.61083984375","-6014.5244140625","-5911.45751953125","-6065.918782552083","-6144.0703125","-5969.39306640625","-6278.430989583333","-6683.72802734375","-6012.2392578125"
"156","-5957.491373697917","-6016.34130859375","-5909.20703125","-5959.637369791667","-6042.501953125","-5879.29931640625","-5927.91455078125","-5974.25244140625","-5881.57666015625","-5970.431803385417","-6044.587890625","-5903.62841796875","-5966.447265625","-6016.447265625","-5901.23583984375","-6001.625651041667","-6042.1787109375","-5945.43310546875"
"157","-5942.763020833333","-6011.8828125","-5884.2626953125","-5926.058268229167","-5981.80224609375","-5846.86572265625","-5947.203125","-6036.56298828125","-5857.84326171875","-5971.6298828125","-6010.77197265625","-5908.52001953125","-6031.085123697917","-6101.46630859375","-5960.671875","-6285.4326171875","-6753.11328125","-6033.7236328125"
"158","-5984.79638671875","-6065.86474609375","-5900.794921875","-5921.316569010417","-5951.42724609375","-5892.732421875","-5885.668701171875","-5902.58740234375","-5868.75","-5910.318033854167","-5938.029296875","-5894.13525390625","-6124.248372395833","-6444.8759765625","-5940.9912109375","-6177.735514322917","-6361.62060546875","-6031.75244140625"
"159","-5891.980305989583","-5930.1728515625","-5851.73388671875","-5867.034342447917","-5941.9580078125","-5821.52978515625","-5895.75","-5900.740234375","-5890.759765625","-5939.494791666667","-5966.306640625","-5904.7314453125","-6037.71142578125","-6212.7431640625","-5896.224609375","-6123.996744791667","-6199.56396484375","-6085.4384765625"
"160","-5938.722005208333","-5960.98486328125","-5925.70849609375","-5978.1201171875","-6131.25","-5866.44677734375","-5910.23046875","-5931.08544921875","-5889.37548828125","-5925.71923828125","-5936.70849609375","-5914.458984375","-6155.16259765625","-6244.248046875","-6069.921875","-6133.078125","-6266.5341796875","-6047.0634765625"
"161","-5902.39404296875","-5975.8935546875","-5829.59765625","-5930.75146484375","-5958.736328125","-5898.875","-5949.153076171875","-5966.32861328125","-5931.9775390625","-5979.259602864583","-6060.77392578125","-5906.7490234375","-6068.192057291667","-6191.142578125","-5984.279296875","-6346.044596354167","-6444.20849609375","-6199.60888671875"
"162","-5893.678873697917","-5961.99267578125","-5827.732421875","-5918.9423828125","-5978.1494140625","-5834.6806640625","-5940.86083984375","-5994.9111328125","-5886.810546875","-5914.49072265625","-5957.67138671875","-5878.6123046875","-6053.872721354167","-6122.7255859375","-5975.73779296875","-6130.702962239583","-6314.41796875","-6000.72021484375"
"163","-5892.51611328125","-5910.65478515625","-5880.857421875","-5851.967447916667","-5896.80908203125","-5818.8994140625","-5945.64306640625","-6020.62353515625","-5890.5791015625","-6019.812337239583","-6113.64892578125","-5959.30908203125","-5995.675455729167","-6042.392578125","-5952.3369140625","-6158.671875","-6420.33837890625","-5977.06884765625"
"164","-6014.968098958333","-6141.2939453125","-5937.8330078125","-5924.558919270833","-6015.306640625","-5818.62841796875","-5988.262369791667","-6041.2333984375","-5955.412109375","-5918.042154947917","-5950.1787109375","-5888.75439453125","-6093.68505859375","-6171.119140625","-6039.685546875","-6220.443196614583","-6440.4228515625","-6062.56884765625"
"165","-5896.077962239583","-5924.6943359375","-5881.44287109375","-5941.94970703125","-5990.33056640625","-5899.412109375","-5881.1962890625","-5901.86962890625","-5850.7763671875","-5978.518391927083","-6040.2685546875","-5900.34228515625","-6201.165201822917","-6598.2666015625","-5997.32666015625","-6282.598470052083","-6533.68603515625","-6056.7197265625"
"166","-5980.375325520833","-6044.56787109375","-5940.197265625","-5946.967447916667","-6014.6953125","-5911.427734375","-5892.800618489583","-5916.435546875","-5880.751953125","-5931.992024739583","-5934.623046875","-5929.140625","-6088.4970703125","-6119.19580078125","-6027.12890625","-6240.91650390625","-6638.58056640625","-6009.9189453125"
"167","-5948.656901041667","-6062.328125","-5859.9287109375","-5883.384928385417","-5917.1884765625","-5820.24560546875","-5910.154947916667","-5931.7880859375","-5895.6630859375","-5988.903971354167","-6046.51171875","-5934.4677734375","-5961.427083333333","-6024.67236328125","-5910.611328125","-6130.9287109375","-6533.220703125","-5915.1484375"
"168","-5976.2294921875","-6012.95458984375","-5904.9130859375","-5879.614095052083","-5903.9873046875","-5838.689453125","-5892.925944010417","-5953.1708984375","-5853.857421875","-5955.013671875","-6017.068359375","-5899.7939453125","-5950.41796875","-6063.10498046875","-5892.962890625","-6242.0771484375","-6429.912109375","-6025.20263671875"
"169","-5986.69482421875","-6204.7607421875","-5852.73486328125","-5870.53125","-5896.6162109375","-5829.119140625","-5944.500813802083","-6000.1474609375","-5896.05224609375","-5946.68212890625","-5967.197265625","-5925.82666015625","-6049.608235677083","-6143.232421875","-5992.06298828125","-6013.997721354167","-6045.044921875","-5976.568359375"
"170","-5902.622233072917","-5998.44140625","-5823.12744140625","-5897.859049479167","-5996.3994140625","-5831.759765625","-5856.530110677083","-5879.8349609375","-5834.45703125","-5958.850260416667","-6050.38916015625","-5865.60791015625","-5957.19580078125","-6007.2373046875","-5930.15185546875","-6377.961100260417","-6590.15966796875","-6233.859375"
"171","-5977.720052083333","-6035.130859375","-5904.5791015625","-5902.705729166667","-5964.080078125","-5859.416015625","-5863.776692708333","-5882.3896484375","-5842.43212890625","-5926.89453125","-5983.17822265625","-5886.62255859375","-6073.272623697917","-6213.6357421875","-5981.45751953125","-6259.9267578125","-6433.767578125","-5988.57421875"
"172","-5937.02490234375","-6040.2509765625","-5844.8779296875","-5892.594401041667","-5970.87646484375","-5815.21484375","-5948.044921875","-6029.3740234375","-5867.83251953125","-5894.232421875","-5927.08447265625","-5858.76025390625","-6069.624186197917","-6349.6650390625","-5851.43115234375","-6013.582682291667","-6072.357421875","-5962.046875"
"173","-5932","-6038.0888671875","-5874.4140625","-5922.054524739583","-5995.9736328125","-5868.47607421875","-5926.673502604167","-5962.31103515625","-5890.37744140625","-5963.213541666667","-6017.00439453125","-5933.40185546875","-6028.996256510417","-6136.900390625","-5946.66748046875","-6139.573893229167","-6432.31005859375","-5957.64404296875"
"174","-5924.08837890625","-5960.603515625","-5875.2939453125","-6028.986328125","-6143.0224609375","-5894.0546875","-5938.2900390625","-6015.029296875","-5868.37939453125","-5904.00732421875","-5940.4697265625","-5879.46435546875","-6000.46826171875","-6060.814453125","-5945.61328125","-6107.380208333333","-6296.7294921875","-5932.36474609375"
"175","-5900.69189453125","-5956.0810546875","-5819.11083984375","-5912.247721354167","-6038.548828125","-5836.5517578125","-5970.014811197917","-6015.99658203125","-5918.3583984375","-5943.35400390625","-5960.50390625","-5931.23876953125","-5963.286458333333","-5996.55322265625","-5912.3193359375","-6244.301106770833","-6487.73828125","-6073.82421875"
"176","-5904.41650390625","-5920.05517578125","-5890.4599609375","-5962.686848958333","-6143.2666015625","-5833.583984375","-5920.083170572917","-5929.06201171875","-5910.4921875","-5930.510091145833","-5932.447265625","-5927.9736328125","-5933.181803385417","-5963.5185546875","-5891.97802734375","-6208.37158203125","-6526.82958984375","-6014.25244140625"
"177","-5878.640462239583","-5943.8466796875","-5817.19970703125","-5961.14599609375","-6077.99853515625","-5882.3232421875","-5957.420572916667","-6118.10595703125","-5875.015625","-6032.727376302083","-6098.34423828125","-5903.921875","-5996.639811197917","-6097.34375","-5927.34912109375","-6234.2998046875","-6589.7041015625","-6015.1328125"
"178","-5964.173014322917","-5990.5986328125","-5923.17822265625","-5941.782389322917","-5966.32568359375","-5917.171875","-5980.935221354167","-6066.931640625","-5931.75634765625","-5986.161783854167","-6045.3974609375","-5914.8291015625","-6031.7890625","-6064.6591796875","-5984.61328125","-6082.249674479167","-6132.20556640625","-5995.75048828125"
"179","-5951.9560546875","-5999.794921875","-5901.72607421875","-5890.885904947917","-5912.9580078125","-5863.0615234375","-5990.143880208333","-6089.42431640625","-5864.0107421875","-6047.607747395833","-6209.30859375","-5939.41796875","-6001.623697916667","-6118.17919921875","-5913.4755859375","-6164.288248697917","-6373.5732421875","-6050.794921875"
"180","-5943.2373046875","-5988.15966796875","-5857.12255859375","-5901.635904947917","-5945.3095703125","-5852.798828125","-5971.593587239583","-5981.01611328125","-5955.54833984375","-5900.497884114583","-5924.2509765625","-5880.806640625","-6030.19091796875","-6041.2236328125","-6011.10595703125","-6119.328938802083","-6179.228515625","-6013.52978515625"
"181","-5900.897298177083","-5914.037109375","-5888.3935546875","-5887.875325520833","-5926.697265625","-5859.6572265625","-5918.90380859375","-6034.2724609375","-5846.14501953125","-5965.188151041667","-6027.80126953125","-5904.66015625","-6006.498372395833","-6095.28857421875","-5909.02685546875","-6049.390462239583","-6150.13037109375","-5953.7197265625"
"182","-5898.66259765625","-5957.541015625","-5816.6103515625","-5891.065266927083","-5925.5986328125","-5844.2763671875","-5977.009765625","-6141.5146484375","-5856.10498046875","-5944.089680989583","-5971.5634765625","-5919.80078125","-6021.789876302083","-6119.55322265625","-5852.16796875","-6188.694661458333","-6295.1513671875","-6020.59619140625"
"183","-5888.201171875","-5948.87548828125","-5841.28759765625","-5887.753255208333","-5899.40625","-5871.2734375","-5983.2080078125","-6066.830078125","-5865.4814453125","-5932.900553385417","-5982.0888671875","-5904.58154296875","-6074.81201171875","-6157.71484375","-5955.36474609375","-6136.36669921875","-6141.3623046875","-6129.71923828125"
"184","-5926.733072916667","-5999.09619140625","-5875.13916015625","-5965.439778645833","-6016.591796875","-5896.0810546875","-5924.304850260417","-6016.61474609375","-5854.01171875","-5890.646321614583","-5898.51806640625","-5886.3076171875","-6144.293782552083","-6315.3115234375","-5974.89599609375","-6413.1904296875","-6532.5078125","-6313.41650390625"
"185","-5885.84423828125","-5919.44140625","-5832.75244140625","-5897.548665364583","-5937.701171875","-5871.1083984375","-5953.503092447917","-6051.88037109375","-5884.3837890625","-5936.49462890625","-5998.49169921875","-5888.138671875","-5977.699869791667","-6026.45654296875","-5932.01025390625","-6058.03173828125","-6172.8056640625","-5980.47900390625"
"186","-5886.558756510417","-5942.8193359375","-5812.806640625","-5985.011067708333","-6126.14599609375","-5899.2373046875","-6029.641276041667","-6286.53564453125","-5864.83642578125","-5936.798502604167","-5987.7734375","-5885.630859375","-5953.925618489583","-5976.4892578125","-5933.9287109375","-6047.047526041667","-6072.509765625","-6033.28125"
"187","-5912.527669270833","-5960.4814453125","-5845.56884765625","-5920.55029296875","-5941.6875","-5879.9990234375","-6002.192057291667","-6169.130859375","-5870.90185546875","-5989.018391927083","-6011.0595703125","-5967.95263671875","-5954.954427083333","-5998.1435546875","-5897.24951171875","-6042.391764322917","-6202.5869140625","-5961.27001953125"
"188","-5933.404622395833","-5996.22265625","-5832.962890625","-5897.914225260417","-5910.95458984375","-5882.9931640625","-6061.203938802083","-6336.5576171875","-5885.99169921875","-5938.1328125","-6004.693359375","-5843.0927734375","-6045.070149739583","-6085.32373046875","-6003.0810546875","-6042.369791666667","-6092.578125","-6006.3701171875"
"189","-5943.931966145833","-6037.255859375","-5869.4462890625","-5944.012044270833","-6012.5810546875","-5891.1162109375","-6041.800455729167","-6221.525390625","-5913.4033203125","-5907.55126953125","-5920.361328125","-5884.0712890625","-5967.519694010417","-6083.67822265625","-5881.271484375","-6119.560709635417","-6365.33740234375","-5965.5849609375"
"190","-5952.900227864583","-6027.2177734375","-5907.654296875","-5861.317220052083","-5896.81689453125","-5820.6591796875","-6034.931803385417","-6226.4755859375","-5842.2626953125","-5971.21142578125","-6019.4091796875","-5913.30224609375","-6038.694498697917","-6098.14306640625","-5966.7958984375","-6374.593424479167","-6690.68994140625","-6061.6513671875"
"191","-5944.726399739583","-5999.20556640625","-5913.6962890625","-6026.814127604167","-6157.8017578125","-5908.0556640625","-6194.079915364583","-6545.7392578125","-5939.0732421875","-5927.513509114583","-5986.15625","-5843.4091796875","-5950.949381510417","-6107.28369140625","-5866.72607421875","-6260.44482421875","-6417.4814453125","-6064.16357421875"
"192","-5880.148274739583","-5920.1376953125","-5858.7099609375","-5879.54150390625","-5890.8515625","-5857.57568359375","-6178.607259114583","-6350.76953125","-5924.6787109375","-5999.2900390625","-6035.7490234375","-5944.8916015625","-5950.749837239583","-5959.935546875","-5936.82373046875","-6198.031087239583","-6500.6640625","-6019.26904296875"
"193","-5918.9912109375","-5927.60302734375","-5906.42578125","-5964.7275390625","-6216.1728515625","-5823.1103515625","-6113.074544270833","-6172.17138671875","-6036.9501953125","-5892.715006510417","-5918.4921875","-5854.3671875","-6186.244140625","-6511.6484375","-5895.90966796875","-6062.500325520833","-6197.2236328125","-5988.3603515625"
"194","-5903.237630208333","-5925.494140625","-5881.8828125","-6010.74658203125","-6151.24462890625","-5833.3232421875","-6215.923502604167","-6461.96875","-5878.9580078125","-5926.7236328125","-5983.5810546875","-5870.130859375","-6069.556477864583","-6144.04296875","-6020.5322265625","-6035.162272135417","-6067.6025390625","-6016.48974609375"
"195","-5911.683268229167","-6000.212890625","-5812.78125","-5969.824055989583","-6005.9375","-5923.45849609375","-6148.435384114583","-6355.0712890625","-5908.57568359375","-6069.115559895833","-6142.40234375","-5963.0107421875","-5937.680338541667","-6021.158203125","-5884.2841796875","-6215.870930989583","-6464.359375","-5991.56689453125"
"196","-5881.573404947917","-5916.37451171875","-5812.326171875","-5899.314127604167","-5955.142578125","-5831.6142578125","-6076.19140625","-6095.994140625","-6039.978515625","-5916.7607421875","-5953.3447265625","-5852.142578125","-5996.246744791667","-6028.373046875","-5977.609375","-6010.45361328125","-6099.9326171875","-5888.3583984375"
"197","-5912.981608072917","-5918.7138671875","-5903.62646484375","-5881.793619791667","-5893.3779296875","-5873.701171875","-6117.0390625","-6393.03857421875","-5864.08935546875","-5957.150716145833","-5985.771484375","-5921.92919921875","-6017.677408854167","-6053.8955078125","-5986.017578125","-6290.5107421875","-6442.21875","-6096.44287109375"
"198","-5920.55615234375","-5942.29443359375","-5883.6494140625","-5881.23193359375","-5889.6904296875","-5864.576171875","-6144.543619791667","-6431.6513671875","-5915.146484375","-5947.5224609375","-5972.2275390625","-5912.404296875","-5983.619791666667","-6137.0625","-5900.5078125","-6170.902506510417","-6352.58349609375","-6047.8984375"
"199","-5912.106770833333","-5938.68115234375","-5897.8642578125","-5896.494466145833","-5992.85693359375","-5842.59521484375","-6194.767903645833","-6524.16796875","-5999.1904296875","-5921.068359375","-5928.14306640625","-5908.73291015625","-6019.653645833333","-6060.8203125","-5945.3232421875","-6107.036783854167","-6150.85791015625","-6065.75537109375"